tanggal,hari,product_id,product_name,kategori,satuan,harga_normal,diskon_persen,harga_jual,cogs,quantity_sold,lost_sales,revenue,gross_profit,stock_awal,restock_diterima,stock_akhir,restock_dipesan,expired_qty,tanggal_kedaluwarsa,days_to_expiry,is_periode_gajian,is_ramadan
2026-07-02,Kamis,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,18.0,47600,46000,12,0,571200,19200,31,0,19,0,0,2027-04-24,296,1,0
2026-07-03,Jumat,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,3,0,174000,36000,19,0,16,0,0,2027-04-24,295,1,0
2026-07-04,Sabtu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,3,0,174000,36000,16,0,13,0,0,2027-04-24,294,1,0
2026-07-05,Minggu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,0,0,0,0,13,0,13,0,0,2027-04-24,293,1,0
2026-07-06,Senin,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,0,0,0,0,13,0,13,0,0,2027-04-24,292,0,0
2026-07-07,Selasa,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,4,0,232000,48000,13,0,9,55,0,2027-04-24,291,0,0
2026-07-08,Rabu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,2,0,116000,24000,64,55,62,0,0,2027-05-04,300,0,0
2026-07-09,Kamis,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,4,0,232000,48000,62,0,58,0,0,2027-05-04,299,0,0
2026-07-10,Jumat,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,3,0,174000,36000,58,0,55,0,0,2027-05-04,298,0,0
2026-07-11,Sabtu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,5,0,290000,60000,55,0,50,0,0,2027-05-04,297,0,0
2026-07-12,Minggu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,10.0,52200,46000,2,0,104400,12400,50,0,48,0,0,2027-05-04,296,0,0
2026-07-13,Senin,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,10.0,52200,46000,4,0,208800,24800,48,0,44,0,0,2027-05-04,295,0,0
2026-07-14,Selasa,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,1,0,58000,12000,44,0,43,0,0,2027-05-04,294,0,0
2026-07-15,Rabu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,5,0,290000,60000,43,0,38,0,0,2027-05-04,293,0,0
2026-07-16,Kamis,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,0,0,0,0,38,0,38,0,0,2027-05-04,292,0,0
2026-07-17,Jumat,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,4,0,232000,48000,38,0,34,0,0,2027-05-04,291,0,0
2026-07-18,Sabtu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,2,0,116000,24000,34,0,32,0,0,2027-05-04,290,0,0
2026-07-19,Minggu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,10.0,52200,46000,1,0,52200,6200,32,0,31,0,0,2027-05-04,289,0,0
2026-07-20,Senin,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,15.0,49300,46000,3,0,147900,9900,31,0,28,0,0,2027-05-04,288,0,0
2026-07-21,Selasa,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,3,0,174000,36000,28,0,25,0,0,2027-05-04,287,0,0
2026-07-22,Rabu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,2,0,116000,24000,25,0,23,0,0,2027-05-04,286,0,0
2026-07-23,Kamis,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,19.03,47000,46000,3,0,141000,3000,23,0,20,0,0,2027-05-04,285,0,0
2026-07-24,Jumat,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,7,0,406000,84000,20,0,13,0,0,2027-05-04,284,0,0
2026-07-25,Sabtu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,4,0,232000,48000,13,0,9,55,0,2027-05-04,283,1,0
2026-07-26,Minggu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,10.0,52200,46000,5,0,261000,31000,64,55,59,0,0,2027-05-22,300,1,0
2026-07-27,Senin,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,2,0,116000,24000,59,0,57,0,0,2027-05-22,299,1,0
2026-07-28,Selasa,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,5,0,290000,60000,57,0,52,0,0,2027-05-22,298,1,0
2026-07-29,Rabu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,2,0,116000,24000,52,0,50,0,0,2027-05-22,297,1,0
2026-07-30,Kamis,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,5.0,55100,46000,2,0,110200,18200,50,0,48,0,0,2027-05-22,296,1,0
2026-07-31,Jumat,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,9,0,522000,108000,48,0,39,0,0,2027-05-22,295,1,0
2026-08-01,Sabtu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,6,0,348000,72000,39,0,33,0,0,2027-05-22,294,1,0
2026-08-02,Minggu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,7,0,406000,84000,33,0,26,0,0,2027-05-22,293,1,0
2026-08-03,Senin,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,2,0,116000,24000,26,0,24,0,0,2027-05-22,292,1,0
2026-08-04,Selasa,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,18.0,47600,46000,14,0,666400,22400,24,0,10,55,0,2027-05-22,291,1,0
2026-08-05,Rabu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,4,0,232000,48000,10,0,6,0,0,2027-05-22,290,1,0
2026-08-06,Kamis,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,8.0,53400,46000,6,0,320400,44400,6,0,0,0,0,2027-05-22,289,0,0
2026-08-07,Jumat,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,7,0,406000,84000,55,55,48,0,0,2027-06-03,300,0,0
2026-08-08,Sabtu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,12.0,51000,46000,7,0,357000,35000,48,0,41,0,0,2027-06-03,299,0,0
2026-08-09,Minggu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,8.0,53400,46000,9,0,480600,66600,41,0,32,0,0,2027-06-03,298,0,0
2026-08-10,Senin,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,15.0,49300,46000,4,0,197200,13200,32,0,28,0,0,2027-06-03,297,0,0
2026-08-11,Selasa,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,2,0,116000,24000,28,0,26,0,0,2027-06-03,296,0,0
2026-08-12,Rabu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,0,0,0,0,26,0,26,0,0,2027-06-03,295,0,0
2026-08-13,Kamis,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,19.03,47000,46000,7,0,329000,7000,26,0,19,0,0,2027-06-03,294,0,0
2026-08-14,Jumat,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,19.03,47000,46000,5,0,235000,5000,19,0,14,0,0,2027-06-03,293,0,0
2026-08-15,Sabtu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,10.0,52200,46000,11,0,574200,68200,14,0,3,55,0,2027-06-03,292,0,0
2026-08-16,Minggu,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,3,0,174000,36000,58,55,55,0,0,2027-06-12,300,0,0
2026-08-17,Senin,SKU013,Biskuit Kaleng 700g,Snack,kaleng,58000,0.0,58000,46000,3,0,174000,36000,55,0,52,0,0,2027-06-12,299,0,0
2025-08-18,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,2,0,48000,10000,57,0,55,0,0,2026-05-31,286,0,0
2025-08-19,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,12.0,21100,19000,12,0,253200,25200,55,0,43,0,0,2026-05-31,285,0,0
2025-08-20,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,5,0,120000,25000,43,0,38,0,0,2026-05-31,284,0,0
2025-08-21,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,12,0,232800,4800,38,0,26,0,0,2026-05-31,283,0,0
2025-08-22,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,4,0,96000,20000,26,0,22,0,0,2026-05-31,282,0,0
2025-08-23,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,12,0,288000,60000,22,0,10,70,0,2026-05-31,281,0,0
2025-08-24,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,9,0,216000,45000,10,0,1,0,0,2026-05-31,280,0,0
2025-08-25,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,4,0,96000,20000,71,70,67,0,0,2026-09-29,400,1,0
2025-08-26,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,8,0,192000,40000,67,0,59,0,0,2026-09-29,399,1,0
2025-08-27,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,7,0,168000,35000,59,0,52,0,0,2026-09-29,398,1,0
2025-08-28,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,15,0,291000,6000,52,0,37,0,0,2026-09-29,397,1,0
2025-08-29,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,14,0,336000,70000,37,0,23,0,0,2026-09-29,396,1,0
2025-08-30,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,11,0,213400,4400,23,0,12,154,0,2026-09-29,395,1,0
2025-08-31,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,8,0,192000,40000,166,154,158,0,0,2026-10-05,400,1,0
2025-09-01,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,17,0,329800,6800,158,0,141,0,0,2026-10-05,399,1,0
2025-09-02,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,15.0,20400,19000,6,0,122400,8400,141,0,135,0,0,2026-10-05,398,1,0
2025-09-03,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,7,0,151200,18200,135,0,128,0,0,2026-10-05,397,1,0
2025-09-04,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,7,0,168000,35000,128,0,121,0,0,2026-10-05,396,1,0
2025-09-05,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,10,0,240000,50000,121,0,111,0,0,2026-10-05,395,1,0
2025-09-06,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,8,0,172800,20800,111,0,103,0,0,2026-10-05,394,0,0
2025-09-07,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,18.0,19700,19000,7,0,137900,4900,103,0,96,0,0,2026-10-05,393,0,0
2025-09-08,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,8,0,172800,20800,96,0,88,0,0,2026-10-05,392,0,0
2025-09-09,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,7,0,168000,35000,88,0,81,0,0,2026-10-05,391,0,0
2025-09-10,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,9,0,216000,45000,81,0,72,0,0,2026-10-05,390,0,0
2025-09-11,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,15.0,20400,19000,9,0,183600,12600,72,0,63,0,0,2026-10-05,389,0,0
2025-09-12,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,8,0,192000,40000,63,0,55,0,0,2026-10-05,388,0,0
2025-09-13,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,9,0,194400,23400,55,0,46,0,0,2026-10-05,387,0,0
2025-09-14,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,6,0,144000,30000,46,0,40,0,0,2026-10-05,386,0,0
2025-09-15,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,11,0,213400,4400,40,0,29,0,0,2026-10-05,385,0,0
2025-09-16,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,8,0,155200,3200,29,0,21,0,0,2026-10-05,384,0,0
2025-09-17,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,2,0,48000,10000,21,0,19,0,0,2026-10-05,383,0,0
2025-09-18,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,8,0,192000,40000,19,0,11,70,0,2026-10-05,382,0,0
2025-09-19,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,1,0,24000,5000,11,0,10,0,0,2026-10-05,381,0,0
2025-09-20,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,5,0,120000,25000,80,70,75,0,0,2026-10-25,400,0,0
2025-09-21,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,4,0,96000,20000,75,0,71,0,0,2026-10-25,399,0,0
2025-09-22,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,0,0,0,0,71,0,71,0,0,2026-10-25,398,0,0
2025-09-23,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,1,0,24000,5000,71,0,70,0,0,2026-10-25,397,0,0
2025-09-24,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,3,0,72000,15000,70,0,67,0,0,2026-10-25,396,0,0
2025-09-25,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,11,0,264000,55000,67,0,56,0,0,2026-10-25,395,1,0
2025-09-26,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,22,0,426800,8800,56,0,34,0,0,2026-10-25,394,1,0
2025-09-27,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,11,0,264000,55000,34,0,23,0,0,2026-10-25,393,1,0
2025-09-28,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,15,0,324000,39000,23,0,8,154,0,2026-10-25,392,1,0
2025-09-29,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,2,0,48000,10000,8,0,6,0,0,2026-10-25,391,1,0
2025-09-30,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,2,0,43200,5200,6,0,4,0,0,2026-10-25,390,1,0
2025-10-01,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,12.0,21100,19000,11,0,232100,23100,158,154,147,0,0,2026-11-05,400,1,0
2025-10-02,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,18.0,19700,19000,11,0,216700,7700,147,0,136,0,0,2026-11-05,399,1,0
2025-10-03,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,14,0,271600,5600,136,0,122,0,0,2026-11-05,398,1,0
2025-10-04,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,18.0,19700,19000,15,0,295500,10500,122,0,107,0,0,2026-11-05,397,1,0
2025-10-05,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,5,0,120000,25000,107,0,102,0,0,2026-11-05,396,1,0
2025-10-06,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,9,0,194400,23400,102,0,93,0,0,2026-11-05,395,0,0
2025-10-07,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,8,0,192000,40000,93,0,85,0,0,2026-11-05,394,0,0
2025-10-08,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,3,0,72000,15000,85,0,82,0,0,2026-11-05,393,0,0
2025-10-09,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,9,0,174600,3600,82,0,73,0,0,2026-11-05,392,0,0
2025-10-10,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,3,0,72000,15000,73,0,70,0,0,2026-11-05,391,0,0
2025-10-11,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,9,0,216000,45000,70,0,61,0,0,2026-11-05,390,0,0
2025-10-12,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,4,0,96000,20000,61,0,57,0,0,2026-11-05,389,0,0
2025-10-13,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,6,0,144000,30000,57,0,51,0,0,2026-11-05,388,0,0
2025-10-14,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,10,0,240000,50000,51,0,41,0,0,2026-11-05,387,0,0
2025-10-15,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,2,0,48000,10000,41,0,39,0,0,2026-11-05,386,0,0
2025-10-16,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,5,0,108000,13000,39,0,34,0,0,2026-11-05,385,0,0
2025-10-17,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,5,0,120000,25000,34,0,29,0,0,2026-11-05,384,0,0
2025-10-18,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,6,0,116400,2400,29,0,23,0,0,2026-11-05,383,0,0
2025-10-19,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,12,0,288000,60000,23,0,11,70,0,2026-11-05,382,0,0
2025-10-20,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,5.0,22800,19000,8,0,182400,30400,11,0,3,0,0,2026-11-05,381,0,0
2025-10-21,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,3,5,72000,15000,3,0,0,0,0,2026-11-05,380,0,0
2025-10-22,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,5,0,120000,25000,70,70,65,0,0,2026-11-26,400,0,0
2025-10-23,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,9,0,216000,45000,65,0,56,0,0,2026-11-26,399,0,0
2025-10-24,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,8,0,192000,40000,56,0,48,0,0,2026-11-26,398,0,0
2025-10-25,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,3,0,72000,15000,48,0,45,0,0,2026-11-26,397,1,0
2025-10-26,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,12,0,259200,31200,45,0,33,0,0,2026-11-26,396,1,0
2025-10-27,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,5.0,22800,19000,7,0,159600,26600,33,0,26,0,0,2026-11-26,395,1,0
2025-10-28,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,5.0,22800,19000,9,0,205200,34200,26,0,17,0,0,2026-11-26,394,1,0
2025-10-29,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,4,0,96000,20000,17,0,13,70,0,2026-11-26,393,1,0
2025-10-30,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,13,2,252200,5200,13,0,0,0,0,2026-11-26,392,1,0
2025-10-31,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,14,0,271600,5600,70,70,56,0,0,2026-12-05,400,1,0
2025-11-01,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,7,0,168000,35000,56,0,49,0,0,2026-12-05,399,1,0
2025-11-02,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,14,0,271600,5600,49,0,35,0,0,2026-12-05,398,1,0
2025-11-03,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,4,0,96000,20000,35,0,31,0,0,2026-12-05,397,1,0
2025-11-04,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,5.0,22800,19000,11,0,250800,41800,31,0,20,0,0,2026-12-05,396,1,0
2025-11-05,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,8,0,192000,40000,20,0,12,70,0,2026-12-05,395,1,0
2025-11-06,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,8,0,172800,20800,82,70,74,0,0,2026-12-11,400,0,0
2025-11-07,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,7,0,168000,35000,74,0,67,0,0,2026-12-11,399,0,0
2025-11-08,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,6,0,144000,30000,67,0,61,0,0,2026-12-11,398,0,0
2025-11-09,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,10,0,240000,50000,61,0,51,0,0,2026-12-11,397,0,0
2025-11-10,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,8,0,192000,40000,51,0,43,0,0,2026-12-11,396,0,0
2025-11-11,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,15.0,20400,19000,3,0,61200,4200,43,0,40,0,0,2026-12-11,395,0,0
2025-11-12,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,4,0,96000,20000,40,0,36,0,0,2026-12-11,394,0,0
2025-11-13,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,5,0,120000,25000,36,0,31,0,0,2026-12-11,393,0,0
2025-11-14,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,11,0,264000,55000,31,0,20,0,0,2026-12-11,392,0,0
2025-11-15,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,7,0,168000,35000,20,0,13,70,0,2026-12-11,391,0,0
2025-11-16,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,7,0,168000,35000,13,0,6,0,0,2026-12-11,390,0,0
2025-11-17,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,5.0,22800,19000,4,0,91200,15200,76,70,72,0,0,2026-12-22,400,0,0
2025-11-18,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,4,0,96000,20000,72,0,68,0,0,2026-12-22,399,0,0
2025-11-19,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,10,0,240000,50000,68,0,58,0,0,2026-12-22,398,0,0
2025-11-20,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,7,0,151200,18200,58,0,51,0,0,2026-12-22,397,0,0
2025-11-21,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,6,0,144000,30000,51,0,45,0,0,2026-12-22,396,0,0
2025-11-22,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,12,0,288000,60000,45,0,33,0,0,2026-12-22,395,0,0
2025-11-23,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,2,0,48000,10000,33,0,31,0,0,2026-12-22,394,0,0
2025-11-24,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,0,0,0,0,31,0,31,0,0,2026-12-22,393,0,0
2025-11-25,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,10,0,240000,50000,31,0,21,0,0,2026-12-22,392,1,0
2025-11-26,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,5,0,120000,25000,21,0,16,0,0,2026-12-22,391,1,0
2025-11-27,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,12,0,259200,31200,16,0,4,70,0,2026-12-22,390,1,0
2025-11-28,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,13,0,312000,65000,74,70,61,0,0,2027-01-02,400,1,0
2025-11-29,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,13,0,312000,65000,61,0,48,0,0,2027-01-02,399,1,0
2025-11-30,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,6,0,144000,30000,48,0,42,0,0,2027-01-02,398,1,0
2025-12-01,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,8.0,22100,19000,9,0,198900,27900,42,0,33,0,0,2027-01-02,397,1,0
2025-12-02,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,6,0,116400,2400,33,0,27,0,0,2027-01-02,396,1,0
2025-12-03,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,18.0,19700,19000,9,0,177300,6300,27,0,18,0,0,2027-01-02,395,1,0
2025-12-04,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,4,0,96000,20000,18,0,14,70,0,2027-01-02,394,1,0
2025-12-05,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,15.0,20400,19000,14,2,285600,19600,14,0,0,0,0,2027-01-02,393,1,0
2025-12-06,Sabtu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,19.17,19400,19000,0,15,0,0,0,0,0,0,0,2027-01-02,392,0,0
2025-12-07,Minggu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,8,0,172800,20800,70,70,62,0,0,2027-01-11,400,0,0
2025-12-08,Senin,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,0.0,24000,19000,13,0,312000,65000,62,0,49,0,0,2027-01-11,399,0,0
2025-12-09,Selasa,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,12,0,259200,31200,49,0,37,0,0,2027-01-11,398,0,0
2025-12-10,Rabu,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,10.0,21600,19000,11,0,237600,28600,37,0,26,0,0,2027-01-11,397,0,0
2025-12-11,Kamis,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,12.0,21100,19000,5,0,105500,10500,26,0,21,0,0,2027-01-11,396,0,0
2025-12-12,Jumat,SKU014,Sirup Marjan 460ml,Minuman,botol,24000,18.0,19700,19000,8,0,157600,5600,21,0,13,154,0,2027-01-11,395,0,0
